govern,school_id,common_name,year,total,total_hs,g09,g10,g11,g12
regular,609716,Kelvyn Park HS,2012,1250,1250,270,355,359,266
regular,609719,Lake View HS,2012,1502,1502,396,406,407,293
regular,609738,Lincoln Park HS,2012,2342,2342,730,585,516,511
regular,609730,Senn HS,2012,1051,1051,294,334,185,238
regular,609749,Northside CPHS,2012,1053,1053,274,264,258,257
regular,609744,Northside Lrn Ctr HS,2012,299,299,36,72,66,125
regular,609695,Amundsen HS,2012,1535,1535,301,558,306,370
regular,609733,Sullivan HS,2012,827,827,206,244,175,202
regular,609724,Mather HS,2012,1656,1656,443,387,511,315
regular,609728,Roosevelt HS,2012,1497,1497,415,377,393,312
regular,610394,Uplift Community HS,2012,471,434,107,99,105,123
regular,609680,Payton CPHS,2012,885,885,251,156,254,224
regular,609734,Taft HS,2012,2921,2671,708,732,615,616
regular,610381,Bronzeville HS,2012,552,552,151,135,130,136
regular,609754,Chicago Mil Acad HS,2012,482,482,100,169,123,90
regular,609675,Chgo Voc AA HS,2012,177,177,70,57,34,16
regular,609674,Chicago Voc HS,2012,827,827,135,243,221,228
regular,610380,Williams HS - Prep Med,2012,324,307,104,75,52,76
regular,609751,King CPHS,2012,919,919,224,223,232,240
regular,609736,Dyett HS,2012,318,318,63,101,85,69
regular,609712,Hirsch HS,2012,455,455,105,113,126,111
regular,610297,Sch Of Leadrshp HS,2012,731,731,NA,230,267,234
regular,609713,Hyde Park HS,2012,1513,1513,405,370,346,392
regular,609746,Kenwood HS,2012,1851,1675,516,449,297,413
regular,610552,Milburn,2012,35,35,11,14,7,3
regular,609692,Simeon HS,2012,1533,1532,415,394,402,321
regular,610323,New Millnm HS,2012,700,700,108,162,203,227
regular,609676,Dunbar Voc HS,2012,1462,1462,363,407,358,334
regular,609743,Phillips AA HS,2012,67,55,27,28,NA,NA
regular,609769,"Graham, R. Trng CTR",2012,139,139,NA,4,57,78
regular,610547,South Shore ICP,2012,323,323,323,NA,NA,NA
regular,609727,Phillips HS,2012,593,593,184,193,83,133
regular,609678,Jones CPHS,2012,871,871,200,212,241,218
regular,610513,Air Force,2012,302,302,117,93,92,NA
regular,609735,Tilden HS,2012,463,463,86,116,139,122
regular,609682,Richards HS,2012,473,473,137,112,119,105
regular,610543,Solorio,2012,582,582,286,296,NA,NA
regular,609709,Gage Park HS,2012,1052,1052,270,250,270,262
regular,609741,Hubbard HS,2012,1672,1672,453,520,306,393
regular,609768,Hope CPHS,2012,560,560,142,151,150,117
regular,609718,Kennedy HS,2012,1588,1588,383,416,406,383
regular,609694,Hancock HS,2012,966,966,240,247,259,220
regular,609756,Curie HS,2012,3323,3323,963,754,800,806
regular,610557,Pathways,2012,213,213,2,23,48,140
regular,609707,Robeson HS,2012,734,734,192,155,231,156
regular,610386,Peace & Education Alt HS,2012,120,120,NA,47,26,47
regular,610391,Lindblom MSHS,2012,908,712,220,230,131,131
regular,610374,Robeson AA HS,2012,111,111,65,46,NA,NA
regular,609745,Southside Occp HS,2012,201,201,NA,NA,48,153
regular,610506,TEAM Englewood HS,2012,440,440,126,119,104,91
regular,609715,Kelly HS,2012,2893,2893,811,844,642,596
regular,610375,Tilden AA HS,2012,128,128,75,53,NA,NA
regular,609698,Bogan Tech HS,2012,1658,1658,374,402,443,439
regular,609711,Harper HS,2012,622,622,130,179,138,175
regular,610334,Raby HS,2012,536,536,147,135,130,124
regular,610501,Austin Polytech HS,2012,251,251,51,65,63,72
regular,610555,Banner West,2012,162,162,24,72,48,18
regular,609764,Juarez HS,2012,1683,1683,529,440,388,326
regular,610401,Clemente AA HS,2012,184,184,86,98,NA,NA
regular,610499,Collins Acad HS,2012,409,409,96,108,105,100
regular,609748,York Alt HS,2012,338,338,153,90,63,32
regular,610378,Crane AA HS,2012,162,162,74,88,NA,NA
regular,609704,Farragut HS,2012,1453,1413,342,388,357,326
regular,610245,Douglass HS,2012,354,354,95,96,60,103
regular,609693,Westinghouse II,2012,828,828,278,283,267,NA
regular,610383,Sch Of Soc Just HS,2012,371,371,96,103,101,71
regular,610384,Infinity HS,2012,388,388,112,105,97,74
regular,609723,Marshall HS,2012,730,730,195,192,148,195
regular,609722,Manley HS,2012,599,599,124,144,143,188
regular,610502,Marine Mil Acad HS,2012,367,367,100,104,80,83
regular,610535,Mason,2012,48,48,15,18,15,NA
regular,610244,Clark Magnet HS,2012,733,658,153,150,154,201
regular,610385,Multicultural Arts HS,2012,315,315,74,97,79,65
regular,609783,"Jefferson, N",2012,272,250,101,100,40,9
regular,609691,North-Grand HS,2012,883,883,220,197,229,237
regular,610529,Ogden,2012,558,354,156,107,91,NA
regular,610389,Orr,2012,823,823,252,224,163,184
regular,610304,Phoenix Mil Acad HS,2012,462,462,139,153,72,98
regular,609702,Crane Tech HS,2012,476,476,83,129,160,104
regular,609759,Clemente HS,2012,1007,1007,171,326,265,245
regular,609750,Simpson HS,2012,150,138,32,39,42,25
regular,610357,Spry Comm Links HS,2012,195,195,64,68,60,3
regular,610518,VOISE,2012,411,411,106,116,77,112
regular,609740,Wells HS,2012,630,630,130,176,188,136
regular,609755,Young Magnet HS,2012,2165,1938,512,453,491,482
regular,610392,World Language HS,2012,379,379,84,107,104,84
regular,400033,Chgo Intl Chrt - Longwood,2012,1473,539,141,129,126,143
regular,400109,Prologue-Johnston,2012,206,206,26,47,65,68
regular,400108,CIC-Hawkins,2012,478,321,124,97,53,47
regular,400013,ASPIRA Chrtr - Early College,2012,505,505,145,142,102,116
regular,400034,Chgo Intl Chrt - Northtown,2012,844,844,252,242,171,179
regular,400035,Chgo Math/Sci Chtr,2012,596,332,90,81,89,72
charter,400010,ACE Tech Chtr HS,2012,500,500,145,129,115,111
charter,400022,Chicago Arts,2012,437,437,143,146,148,NA
charter,400052,NSC-Comer,2012,710,643,218,173,148,104
charter,400064,Perspectives Chrtr HS,2012,376,212,56,54,50,52
charter,400066,Perspectives-IIT,2012,571,318,113,76,62,67
charter,400073,Shabazz Chrtr - DuSable,2012,398,398,98,108,92,100
charter,400077,U Of Chicago Chtr HS,2012,517,310,115,97,46,52
charter,400087,Yng Women Ldrshp Chrt,2012,324,239,82,63,51,43
charter,400094,EPIC,2012,364,364,157,120,87,NA
charter,400098,NSC-Muchin,2012,708,708,234,283,191,NA
charter,400104,Instituto Health,2012,336,336,187,149,NA,NA
charter,400105,Urban Prep-SShore,2012,268,268,144,124,NA,NA
charter,609686,Youth Connctns Chrtr,2012,4030,4030,NA,2344,1082,604
charter,400032,Chgo Intl Chrt - Ellison,2012,548,547,155,147,132,113
charter,400061,Perspectives Chrtr - Calumet,2012,480,480,180,110,118,72
charter,400062,Perspectives Chrtr - Cal Tech,2012,517,517,170,129,113,105
charter,400085,UNO Charter-Garcia,2012,591,591,178,171,132,110
charter,400086,Urban Prep Chtr HS,2012,482,482,168,99,113,102
charter,400106,NSC-Englewood,2012,416,416,257,159,NA,NA
charter,400015,ASPIRA Chrtr - Ramirez,2012,397,397,101,100,98,98
charter,400018,Austin Bus & Entrp HS,2012,317,317,70,83,87,77
charter,400036,Chicago Virtual Chtr,2012,598,152,62,44,39,7
charter,400038,Community Services West,2012,180,180,NA,NA,128,52
charter,400042,Power House,2012,453,453,169,106,98,80
charter,400051,Noble St. Chrtr HS,2012,599,599,171,156,146,126
charter,400053,Noble St. Chrtr HS - Golder,2012,580,580,180,160,133,107
charter,400055,NSC-Rauner,2012,599,599,184,168,137,110
charter,400056,Noble St. Chrtr HS - Clark,2012,581,581,207,143,118,113
charter,400057,NSC-UIC,2012,811,811,233,237,183,158
charter,400058,North Lawndale Chrtr,2012,473,473,120,133,109,111
charter,400059,Nth Lawndale Chtr - Collins,2012,412,412,124,109,88,91
charter,400070,Prologue Early College HS,2012,233,233,20,80,69,64
charter,400091,Advanced Tech,2012,303,303,146,88,69,NA
charter,400093,Talent,2012,200,200,70,61,69,NA
charter,400097,NSC-Bulls,2012,787,787,353,256,178,NA
charter,400102,Urban Prep-E Garfield,2012,373,373,151,126,96,NA
regular,609753,Chicago Agr Sci HS,2013,629,629,224,139,127,139
regular,609705,Fenger  HS,2013,508,508,102,133,118,155
regular,609761,Corliss HS,2013,558,558,129,162,139,128
regular,609760,Carver Mil Acad HS,2013,531,531,141,135,140,115
regular,609739,"Washington, G. HS",2013,1562,1562,409,415,357,381
regular,609726,Brooks CPHS,2013,745,745,173,181,198,193
regular,609710,Harlan HS,2013,1174,1150,236,283,344,287
regular,609725,Morgan Park HS,2013,1449,1339,392,292,321,334
regular,609762,Julian HS,2013,1167,1167,332,328,273,234
regular,609720,Lane Tech HS,2013,4270,4044,821,1183,1008,1032
regular,610524,Alcott,2013,269,269,71,63,73,62
regular,609729,Schurz HS,2013,2395,2395,741,623,579,452
regular,609679,Prosser HS,2013,1475,1475,481,348,319,327
regular,609732,Steinmetz HS,2013,1823,1823,415,600,430,378
regular,610402,DeVry Advantage HS,2013,187,187,NA,NA,96,91
regular,609708,Foreman HS,2013,1572,1572,432,395,353,392
regular,609737,Von Steuben HS,2013,1654,1654,468,478,378,330
regular,610390,Rickover Naval HS,2013,479,479,175,141,87,76
regular,609766,Vaughn Occp HS,2013,209,209,34,41,36,98
regular,609716,Kelvyn Park HS,2013,1037,1037,193,313,265,266
regular,609719,Lake View HS,2013,1545,1545,382,370,403,390
regular,609738,Lincoln Park HS,2013,2233,2233,574,632,555,472
regular,609730,Senn HS,2013,1045,1045,345,315,219,166
regular,609749,Northside CPHS,2013,1070,1070,270,275,261,264
regular,609744,Northside Lrn Ctr HS,2013,289,289,34,73,57,125
regular,610529,Ogden,2013,763,449,124,143,96,86
regular,609695,Amundsen HS,2013,1434,1434,322,477,304,331
regular,609733,Sullivan HS,2013,812,812,213,254,181,164
regular,609724,Mather HS,2013,1710,1710,562,405,373,370
regular,609728,Roosevelt HS,2013,1504,1504,401,419,366,318
regular,610394,Uplift Community HS,2013,411,389,83,123,84,99
regular,609680,Payton CPHS,2013,859,859,206,241,151,261
regular,609734,Taft HS,2013,3098,2853,796,727,713,617
regular,610323,New Millnm HS,2013,538,538,97,203,82,156
regular,610381,Bronzeville HS,2013,529,529,132,139,133,125
regular,609754,Chicago Mil Acad HS,2013,466,466,146,82,119,119
regular,609674,Chicago Voc HS,2013,965,965,275,190,249,251
regular,610380,Williams HS - Prep Med,2013,304,304,83,95,73,53
regular,609751,King CPHS,2013,879,879,218,216,208,237
regular,609736,Dyett HS,2013,168,168,NA,50,62,56
regular,609712,Hirsch HS,2013,389,389,79,118,109,83
regular,610297,Sch Of Leadrshp HS,2013,411,411,NA,NA,202,209
regular,609713,Hyde Park HS,2013,1249,1249,357,301,298,293
regular,609746,Kenwood HS,2013,1839,1620,490,429,334,367
regular,609692,Simeon HS,2013,1529,1529,410,430,337,352
regular,609676,Dunbar Voc HS,2013,1328,1328,351,382,242,353
regular,609769,"Graham, R. Trng CTR",2013,116,116,4,5,31,76
regular,610547,South Shore ICP,2013,450,450,157,293,NA,NA
regular,609678,Jones CPHS,2013,883,883,217,206,216,244
regular,610513,Air Force,2013,393,393,117,127,63,86
regular,609735,Tilden HS,2013,400,400,94,113,98,95
regular,609682,Richards HS,2013,477,477,151,129,86,111
regular,609709,Gage Park HS,2013,835,835,148,222,227,238
regular,609741,Hubbard HS,2013,1639,1638,394,452,466,326
regular,609768,Hope CPHS,2013,507,507,114,132,132,129
regular,609718,Kennedy HS,2013,1505,1505,345,388,426,346
regular,609694,Hancock HS,2013,963,963,206,268,237,252
regular,609756,Curie HS,2013,3060,3060,804,868,617,771
regular,609707,Robeson HS,2013,591,591,133,179,115,164
regular,610391,Lindblom MSHS,2013,1038,801,260,210,210,121
regular,610558,Goode,2013,244,244,244,NA,NA,NA
regular,609745,Southside Occp HS,2013,202,202,NA,NA,68,134
regular,610506,TEAM Englewood HS,2013,397,397,95,111,105,86
regular,609715,Kelly HS,2013,2691,2691,786,691,680,534
regular,609698,Bogan Tech HS,2013,1409,1409,297,395,364,353
regular,609711,Harper HS,2013,518,518,117,119,140,142
regular,610334,Raby HS,2013,524,524,158,137,98,131
regular,400018,Austin Bus & Entrp HS,2013,236,236,34,65,63,74
regular,610501,Austin Polytech HS,2013,192,192,40,48,62,42
regular,609764,Juarez HS,2013,1790,1790,576,451,399,364
regular,609704,Farragut HS,2013,1277,1237,285,319,311,322
regular,610245,Douglass HS,2013,316,316,66,92,92,66
regular,609693,Westinghouse II,2013,1116,1116,308,262,279,267
regular,610383,Sch Of Soc Just HS,2013,356,356,80,107,94,75
regular,610384,Infinity HS,2013,410,410,110,118,92,90
regular,609723,Marshall HS,2013,677,677,227,169,135,146
regular,609722,Manley HS,2013,476,476,103,146,118,109
regular,610502,Marine Mil Acad HS,2013,376,376,125,92,90,69
regular,610535,Mason,2013,60,60,33,13,14,NA
regular,610244,Clark Magnet HS,2013,574,542,137,143,118,144
regular,610385,Multicultural Arts HS,2013,290,290,64,75,81,70
regular,609691,North-Grand HS,2013,904,904,250,250,178,226
regular,610304,Phoenix Mil Acad HS,2013,429,429,133,113,113,70
regular,609702,Crane Tech HS,2013,387,387,1,129,151,106
regular,609759,Clemente HS,2013,891,891,171,282,217,221
regular,610357,Spry Comm Links HS,2013,193,193,58,60,67,8
regular,610518,VOISE,2013,367,367,110,99,96,62
regular,609740,Wells HS,2013,611,611,151,149,166,145
regular,609755,Young Magnet HS,2013,2203,1977,536,516,439,486
regular,610392,World Language HS,2013,371,371,104,101,83,83
regular,610340,Chicago Acad HS,2013,517,517,146,134,123,114
regular,610499,Collins Acad HS,2013,433,433,117,101,120,95
regular,610543,Solorio,2013,843,843,286,273,284,NA
regular,610389,Orr,2013,676,676,150,207,190,129
regular,609727,Phillips HS,2013,647,647,184,246,96,121
regular,610556,Banner South,2013,268,268,74,81,67,46
regular,610555,Banner West,2013,164,164,51,54,32,27
regular,610550,Banner North,2013,24,24,3,12,8,1
regular,609748,York Alt HS,2013,339,339,232,50,39,18
regular,610552,Milburn,2013,48,41,17,13,5,6
regular,609783,"Jefferson, N",2013,240,225,78,105,39,3
regular,610557,Pathways,2013,202,202,NA,16,64,122
regular,610386,Peace & Education Alt HS,2013,114,114,NA,35,30,49
regular,609750,Simpson HS,2013,95,91,15,34,25,17
regular,610554,Summers,2013,26,19,7,8,3,1
charter,400013,ASPIRA Chrtr - Early College,2013,511,511,158,118,135,100
charter,400015,ASPIRA Chrtr - Ramirez,2013,373,373,90,95,105,83
charter,400012,Amandla,2013,311,43,43,NA,NA,NA
charter,400010,ACE Tech Chtr HS,2013,482,482,142,133,99,108
charter,400073,Shabazz Chrtr - DuSable,2013,333,333,84,91,80,78
charter,400115,Catalyst-Maria,2013,557,173,173,NA,NA,NA
charter,400147,Excel,2013,86,86,34,20,14,18
charter,400022,Chicago Arts,2013,583,583,146,144,151,142
charter,400113,CIC-Quest North,2013,298,5,5,NA,NA,NA
charter,400108,CIC-Hawkins,2013,371,261,76,83,66,36
charter,400033,Chgo Intl Chrt - Longwood,2013,1412,469,139,96,109,125
charter,400034,Chgo Intl Chrt - Northtown,2013,865,865,249,228,217,171
charter,400032,Chgo Intl Chrt - Ellison,2013,552,552,160,159,106,127
charter,400035,Chgo Math/Sci Chtr,2013,598,333,85,86,78,84
charter,400093,Talent,2013,286,286,111,61,52,62
charter,400091,Advanced Tech,2013,381,381,151,124,33,73
charter,400036,Chicago Virtual Chtr,2013,602,160,64,43,36,17
charter,400038,Community Services West,2013,160,160,NA,NA,110,50
charter,400094,EPIC,2013,487,487,201,124,97,65
charter,400042,Power House,2013,360,360,NA,167,114,79
charter,400104,Instituto Health,2013,532,532,212,175,145,NA
charter,400148,Instituto Justice,2013,168,168,NA,69,55,44
charter,400119,Legal Prep,2013,196,196,196,NA,NA,NA
charter,400097,NSC-Bulls,2013,1029,1029,393,256,213,167
charter,400052,NSC-Comer,2013,812,669,232,169,138,130
charter,400053,Noble St. Chrtr HS - Golder,2013,601,601,195,143,141,122
charter,400098,NSC-Muchin,2013,862,862,225,212,251,174
charter,400051,Noble St. Chrtr HS,2013,615,615,173,163,145,134
charter,400054,NSC-Pritzker,2013,805,805,244,218,170,173
charter,400055,NSC-Rauner,2013,629,629,181,164,154,130
charter,400056,Noble St. Chrtr HS - Clark,2013,626,626,211,173,124,118
charter,400057,NSC-UIC,2013,794,794,232,206,197,159
charter,400118,NSC-Purple,2013,228,228,228,NA,NA,NA
charter,400117,NSC-Silver,2013,257,257,257,NA,NA,NA
charter,400106,NSC-Englewood,2013,609,609,278,193,138,NA
charter,400058,North Lawndale Chrtr,2013,454,454,119,116,126,93
charter,400059,Nth Lawndale Chtr - Collins,2013,419,419,117,120,106,76
charter,400062,Perspectives Chrtr - Cal Tech,2013,521,521,152,155,107,107
charter,400066,Perspectives-IIT,2013,559,315,115,90,54,56
charter,400064,Perspectives Chrtr HS,2013,366,218,56,56,51,55
charter,400061,Perspectives Chrtr - Calumet,2013,808,486,149,140,96,101
charter,400070,Prologue Early College HS,2013,228,228,19,56,77,76
charter,400109,Prologue-Johnston,2013,251,251,1,66,73,111
charter,400085,UNO Charter-Garcia,2013,636,636,175,178,165,118
charter,400077,U Of Chicago Chtr HS,2013,607,370,151,86,82,51
charter,400086,Urban Prep Chtr HS,2013,496,496,178,131,91,96
charter,400105,Urban Prep-SShore,2013,405,405,150,138,117,NA
charter,400102,Urban Prep-E Garfield,2013,430,430,142,114,99,75
charter,400087,Yng Women Ldrshp Chrt,2013,355,270,96,65,61,48
charter,609686,Youth Connctns Chrtr,2013,4064,4064,NA,2364,1018,682
regular,610340,Chicago Acad HS,2014,518,518,140,143,120,115
regular,610499,Collins Acad HS,2014,384,384,95,114,83,92
regular,610543,Solorio,2014,1068,1068,286,268,260,254
regular,610389,Orr,2014,647,647,210,169,106,162
regular,609727,Phillips HS,2014,670,669,182,207,129,151
regular,610513,Air Force,2014,369,369,83,118,90,78
regular,609754,Chicago Mil Acad HS,2014,405,405,103,124,60,118
regular,609760,Carver Mil Acad HS,2014,529,529,136,139,123,131
regular,610390,Rickover Naval HS,2014,507,507,133,183,89,102
regular,610502,Marine Mil Acad HS,2014,401,401,124,116,79,82
regular,610304,Phoenix Mil Acad HS,2014,497,497,167,133,92,105
regular,609729,Schurz HS,2014,2379,2379,742,572,555,510
regular,610564,Disney,2014,247,149,149,NA,NA,NA
regular,609708,Foreman HS,2014,1507,1507,467,345,333,362
regular,609737,Von Steuben HS,2014,1666,1666,435,449,432,350
regular,609766,Vaughn Occp HS,2014,214,214,28,34,42,110
regular,609749,Northside CPHS,2014,1069,1069,265,267,278,259
regular,609744,Northside Lrn Ctr HS,2014,284,284,34,69,37,144
regular,609728,Roosevelt HS,2014,1437,1437,362,474,332,269
regular,609734,Taft HS,2014,3195,2969,813,711,701,744
regular,609719,Lake View HS,2014,1436,1436,376,332,349,379
regular,609730,Senn HS,2014,1162,1162,366,349,246,201
regular,609695,Amundsen HS,2014,1266,1266,268,359,280,359
regular,609733,Sullivan HS,2014,708,708,135,191,198,184
regular,609724,Mather HS,2014,1623,1623,503,436,377,307
regular,610394,Uplift Community HS,2014,354,354,89,85,102,78
regular,400018,Austin Bus & Entrp HS,2014,186,186,31,46,56,53
regular,610501,Austin Polytech HS,2014,196,196,53,54,41,48
regular,609679,Prosser HS,2014,1514,1514,407,461,326,320
regular,609732,Steinmetz HS,2014,1809,1809,432,543,471,363
regular,610245,Douglass HS,2014,291,291,60,85,79,67
regular,610244,Clark Magnet HS,2014,499,469,136,115,111,107
regular,610518,VOISE,2014,341,341,78,93,78,92
regular,609720,Lane Tech HS,2014,4120,3898,925,808,1143,1022
regular,610524,Alcott,2014,281,281,88,68,57,68
regular,610402,DeVry Advantage HS,2014,192,192,NA,NA,99,93
regular,609738,Lincoln Park HS,2014,2230,2230,631,489,607,503
regular,609693,Westinghouse II,2014,1125,1125,278,301,254,292
regular,609723,Marshall HS,2014,624,624,191,171,155,107
regular,609722,Manley HS,2014,450,450,110,122,125,93
regular,609691,North-Grand HS,2014,910,910,222,273,231,184
regular,610529,Ogden,2014,784,451,119,111,131,90
regular,609769,"Graham, R. Trng CTR",2014,123,123,11,12,14,86
regular,610561,Crane Med Prep,2014,149,149,149,NA,NA,NA
regular,609702,Crane Tech HS,2014,162,162,NA,NA,75,87
regular,609680,Payton CPHS,2014,819,819,233,206,237,143
regular,609755,Young Magnet HS,2014,2196,1956,468,542,497,449
regular,609678,Jones CPHS,2014,1124,1124,427,256,216,225
regular,609704,Farragut HS,2014,1100,1060,264,260,284,252
regular,610383,Sch Of Soc Just HS,2014,356,356,94,78,95,89
regular,610384,Infinity HS,2014,411,411,86,117,104,104
regular,610385,Multicultural Arts HS,2014,280,280,78,66,70,66
regular,610357,Spry Comm Links HS,2014,189,189,65,64,56,4
regular,610392,World Language HS,2014,353,353,80,106,83,84
regular,610563,BotY IB,2014,281,281,281,NA,NA,NA
regular,609709,Gage Park HS,2014,613,613,146,154,175,138
regular,609756,Curie HS,2014,2982,2982,818,888,669,607
regular,610380,Williams HS - Prep Med,2014,300,300,64,76,88,72
regular,609751,King CPHS,2014,804,804,148,217,210,229
regular,609736,Dyett HS,2014,83,83,NA,NA,41,42
regular,609713,Hyde Park HS,2014,1001,1001,239,263,269,230
regular,609746,Kenwood HS,2014,1814,1540,454,402,369,315
regular,609676,Dunbar Voc HS,2014,1188,1188,306,391,254,237
regular,609753,Chicago Agr Sci HS,2014,651,651,172,181,141,157
regular,609741,Hubbard HS,2014,1615,1615,388,399,438,390
regular,609718,Kennedy HS,2014,1506,1506,375,387,393,351
regular,610558,Goode,2014,462,462,242,220,NA,NA
regular,609768,Hope CPHS,2014,391,391,57,107,103,124
regular,609692,Simeon HS,2014,1467,1467,360,391,365,351
regular,609707,Robeson HS,2014,372,372,71,114,99,88
regular,610391,Lindblom MSHS,2014,1156,858,228,249,185,196
regular,609745,Southside Occp HS,2014,228,228,NA,NA,20,208
regular,610506,TEAM Englewood HS,2014,407,407,124,90,106,87
regular,609711,Harper HS,2014,482,482,102,127,112,141
regular,609712,Hirsch HS,2014,273,273,62,64,73,74
regular,610297,Sch Of Leadrshp HS,2014,134,134,NA,NA,NA,134
regular,609710,Harlan HS,2014,918,899,237,208,224,230
regular,610547,South Shore ICP,2014,572,572,161,146,265,NA
regular,609705,Fenger  HS,2014,421,421,75,99,121,126
regular,609761,Corliss HS,2014,497,497,119,169,97,112
regular,609739,"Washington, G. HS",2014,1563,1563,375,413,383,392
regular,609726,Brooks CPHS,2014,783,783,199,195,189,200
regular,610555,Banner West,2014,296,296,122,83,57,34
regular,610573,Camelot Safe,2014,16,16,6,7,1,2
regular,609748,York Alt HS,2014,342,342,158,102,44,38
regular,610565,Excel-Englewood,2014,259,259,134,125,NA,NA
regular,400137,Little Black Pearl,2014,148,148,52,27,43,26
regular,610566,MJ North Lawndale,2014,138,138,91,28,16,3
regular,609783,"Jefferson, N",2014,252,232,84,109,35,4
regular,610569,Ombudsman #1,2014,70,70,33,18,10,9
regular,610557,Pathways,2014,310,310,103,25,72,110
regular,610568,Pathways-Avondale,2014,161,161,76,23,27,35
regular,610386,Peace & Education Alt HS,2014,160,160,NA,73,32,55
regular,609750,Simpson HS,2014,87,85,15,28,21,21
regular,610574,Winnie Mandela,2014,115,115,46,43,20,6
regular,610334,Raby HS,2014,513,513,127,158,128,100
regular,609764,Juarez HS,2014,1684,1684,395,514,403,372
regular,610323,New Millnm HS,2014,464,464,106,128,113,117
regular,610381,Bronzeville HS,2014,516,516,127,123,134,132
regular,609674,Chicago Voc HS,2014,990,990,310,275,176,229
regular,609735,Tilden HS,2014,345,345,90,87,99,69
regular,609682,Richards HS,2014,385,385,82,123,105,75
regular,609694,Hancock HS,2014,928,928,211,228,261,228
regular,609716,Kelvyn Park HS,2014,890,890,152,214,302,222
regular,609725,Morgan Park HS,2014,1431,1338,343,376,301,318
regular,609762,Julian HS,2014,1057,1057,291,237,283,246
regular,609759,Clemente HS,2014,701,701,128,198,190,185
regular,609715,Kelly HS,2014,2537,2537,678,656,579,624
regular,609740,Wells HS,2014,596,596,182,150,113,151
regular,609698,Bogan Tech HS,2014,1115,1115,214,265,333,303
charter,400147,Excel,2014,375,375,59,128,96,92
charter,400022,Chicago Arts,2014,575,575,150,143,132,150
charter,400091,Advanced Tech,2014,387,387,157,117,81,32
charter,400038,Community Services West,2014,156,156,NA,NA,122,34
charter,400070,Prologue Early College HS,2014,231,231,22,62,60,87
charter,400013,ASPIRA Chrtr - Early College,2014,568,568,149,155,105,159
charter,400015,ASPIRA Chrtr - Ramirez,2014,166,166,NA,NA,71,95
charter,400012,Amandla,2014,354,104,54,50,NA,NA
charter,400010,ACE Tech Chtr HS,2014,481,481,133,151,110,87
charter,400073,Shabazz Chrtr - DuSable,2014,234,234,NA,73,81,80
charter,400115,Catalyst-Maria,2014,832,407,171,166,42,28
charter,400113,CIC-Quest North,2014,379,92,81,5,6,NA
charter,400108,CIC-Hawkins,2014,348,240,66,53,66,55
charter,400033,Chgo Intl Chrt - Longwood,2014,1283,397,114,113,80,90
charter,400034,Chgo Intl Chrt - Northtown,2014,886,886,269,231,185,201
charter,400032,Chgo Intl Chrt - Ellison,2014,481,481,122,140,125,94
charter,400035,Chgo Math/Sci Chtr,2014,606,360,118,84,74,84
charter,400093,Talent,2014,183,183,6,81,45,51
charter,400036,Chicago Virtual Chtr,2014,690,174,63,40,50,21
charter,400094,EPIC,2014,493,493,155,140,125,73
charter,400042,Power House,2014,179,179,NA,NA,102,77
charter,400164,Instituto Lozano,2014,81,81,NA,NA,NA,81
charter,400104,Instituto Health,2014,762,762,267,204,159,132
charter,400148,Instituto Justice,2014,165,165,NA,62,97,6
charter,400162,Intrinsic,2014,184,184,184,NA,NA,NA
charter,400119,Legal Prep,2014,228,228,92,136,NA,NA
charter,400156,NSC-Crimson,2014,102,102,102,NA,NA,NA
charter,400097,NSC-Bulls,2014,1079,1079,386,286,211,196
charter,400052,NSC-Comer,2014,950,723,252,197,145,129
charter,400053,Noble St. Chrtr HS - Golder,2014,635,635,189,164,144,138
charter,400098,NSC-Muchin,2014,886,886,259,196,197,234
charter,400051,Noble St. Chrtr HS,2014,602,602,167,153,154,128
charter,400054,NSC-Pritzker,2014,858,858,272,222,202,162
charter,400055,NSC-Rauner,2014,640,640,187,156,161,136
charter,400056,Noble St. Chrtr HS - Clark,2014,662,662,229,165,153,115
charter,400057,NSC-UIC,2014,851,851,250,213,197,191
charter,400157,NSC-Orange,2014,105,105,105,NA,NA,NA
charter,400118,NSC-Purple,2014,431,431,247,184,NA,NA
charter,400117,NSC-Silver,2014,498,498,292,206,NA,NA
charter,400106,NSC-Englewood,2014,773,773,288,202,158,125
charter,400058,North Lawndale Chrtr,2014,425,425,114,101,98,112
charter,400059,Nth Lawndale Chtr - Collins,2014,422,422,118,109,99,96
charter,400062,Perspectives Chrtr - Cal Tech,2014,494,494,134,119,131,110
charter,400066,Perspectives-IIT,2014,586,384,153,94,81,56
charter,400064,Perspectives Chrtr HS,2014,385,223,57,62,51,53
charter,400061,Perspectives Chrtr - Calumet,2014,754,457,128,117,123,89
charter,400109,Prologue-Johnston,2014,251,251,15,41,85,110
charter,400121,UNO-Rogers Park,2014,605,69,69,NA,NA,NA
charter,400085,UNO Charter-Garcia,2014,648,648,164,164,160,160
charter,400149,UNO-Soccer,2014,544,206,206,NA,NA,NA
charter,400077,U Of Chicago Chtr HS,2014,634,401,137,126,68,70
charter,400086,Urban Prep Chtr HS,2014,449,449,156,131,95,67
charter,400105,Urban Prep-SShore,2014,502,502,135,144,117,106
charter,400102,Urban Prep-E Garfield,2014,476,476,180,107,102,87
charter,400125,YCCS-Aspira,2014,168,168,NA,132,32,4
charter,400123,YCCS-Scholastic,2014,198,198,NA,165,32,1
